trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
1548750,5270,930114,PRIJEM,PREVOD Z UCTU,44749.0,45549.0,,IJ,80269753
506836,1731,930114,PRIJEM,VKLAD,200.0,200.0,,,
3393738,11265,930114,PRIJEM,VKLAD,1000.0,1000.0,,,
621775,2122,930115,PRIJEM,VKLAD,46552.0,46852.0,,,
737258,2519,930115,PRIJEM,VKLAD,500.0,500.0,,,
144549,485,930116,PRIJEM,VKLAD,13156.0,13456.0,,,
435762,1481,930117,PRIJEM,VKLAD,1000.0,1000.0,,,
1027726,3510,930117,PRIJEM,VKLAD,23323.0,23823.0,,,
3122924,10364,930117,PRIJEM,VKLAD,1100.0,1100.0,,,
1176385,4034,930118,PRIJEM,VKLAD,200.0,200.0,,,
119435,401,930118,PRIJEM,VKLAD,300.0,300.0,,,
1100767,3760,930118,PRIJEM,VKLAD,10792.0,11792.0,,,
682546,2330,930119,PRIJEM,VKLAD,200.0,200.0,,,
529772,1806,930119,PRIJEM,VKLAD,400.0,400.0,,,
1121963,3834,930119,PRIJEM,VKLAD,700.0,700.0,,,
359511,1222,930120,PRIJEM,VKLAD,700.0,700.0,,,
63712,212,930120,PRIJEM,VKLAD,200.0,200.0,,,
298978,1019,930121,PRIJEM,VKLAD,1100.0,1100.0,,,
136957,459,930121,PRIJEM,VKLAD,1000.0,1000.0,,,
135814,456,930121,PRIJEM,VKLAD,700.0,700.0,,,
226654,772,930121,PRIJEM,VKLAD,500.0,500.0,,,
3402664,11295,930121,PRIJEM,VKLAD,1100.0,1100.0,,,
695250,2378,930122,PRIJEM,VKLAD,7268.0,7968.0,,,
451890,1536,930122,PRIJEM,VKLAD,300.0,300.0,,,
785190,2676,930122,PRIJEM,VKLAD,200.0,200.0,,,
615548,2099,930122,PRIJEM,VKLAD,16125.0,17225.0,,,
871631,2970,930122,PRIJEM,VKLAD,400.0,400.0,,,
695266,2378,930123,PRIJEM,VKLAD,14440.0,22408.0,,,
347543,1179,930123,PRIJEM,VKLAD,700.0,700.0,,,
708081,2425,930123,PRIJEM,VKLAD,900.0,900.0,,,
83658,280,930123,PRIJEM,VKLAD,300.0,300.0,,,
695262,2378,930124,PRIJEM,VKLAD,49752.0,72160.0,,,
1183176,4055,930124,PRIJEM,VKLAD,200.0,200.0,,,
615547,2099,930124,PRIJEM,VKLAD,36518.0,53743.0,,,
1084396,3704,930124,PRIJEM,VKLAD,500.0,500.0,,,
2809952,9307,930124,PRIJEM,VKLAD,900.0,900.0,,,
1486053,5065,930124,PRIJEM,VKLAD,300.0,300.0,,,
1736607,5891,930125,PRIJEM,VKLAD,900.0,900.0,,,
142150,477,930125,PRIJEM,VKLAD,1000.0,1000.0,,,
292053,1000,930125,PRIJEM,VKLAD,200.0,200.0,,,
695265,2378,930126,PRIJEM,VKLAD,21899.0,94059.0,,,
144551,485,930126,PRIJEM,VKLAD,12336.0,25792.0,,,
511264,1750,930126,PRIJEM,VKLAD,1100.0,1100.0,,,
594014,2023,930126,PRIJEM,VKLAD,200.0,200.0,,,
484214,1649,930126,PRIJEM,VKLAD,700.0,700.0,,,
1910780,6473,930126,PRIJEM,VKLAD,1100.0,1100.0,,,
1910790,6473,930126,PRIJEM,VKLAD,19961.0,21061.0,,,
48640,163,930127,PRIJEM,VKLAD,900.0,900.0,,,
783290,2670,930127,PRIJEM,VKLAD,1100.0,1100.0,,,
752010,2566,930127,PRIJEM,VKLAD,800.0,800.0,,,
330659,1127,930127,PRIJEM,VKLAD,600.0,600.0,,,
2176,9,930127,PRIJEM,VKLAD,400.0,400.0,,,
336631,1144,930128,PRIJEM,VKLAD,200.0,200.0,,,
131922,443,930128,PRIJEM,VKLAD,500.0,500.0,,,
1256504,4296,930128,PRIJEM,VKLAD,200.0,200.0,,,
851325,2902,930128,PRIJEM,VKLAD,200.0,200.0,,,
393512,1338,930129,PRIJEM,VKLAD,38000.0,38400.0,,,
612405,2087,930129,PRIJEM,VKLAD,16983.0,17583.0,,,
1081327,3693,930129,PRIJEM,VKLAD,1000.0,1000.0,,,
608135,2070,930129,PRIJEM,VKLAD,300.0,300.0,,,
1190752,4078,930130,PRIJEM,VKLAD,300.0,300.0,,,
541681,1843,930130,PRIJEM,VKLAD,1000.0,1000.0,,,
796773,2714,930130,PRIJEM,VKLAD,800.0,800.0,,,
695560,2378,930131,VYDAJ,VYBER,34700.0,59453.7,,,
3591421,1844,930131,PRIJEM,,12.6,3754.6,UROK,,
3617490,2632,930131,PRIJEM,,47.5,15411.5,UROK,,
3579543,1493,930131,PRIJEM,,13.3,5222.3,UROK,,
3558798,866,930131,PRIJEM,,37.1,13181.1,UROK,,
3453599,6473,930131,PRIJEM,,17.0,21078.0,UROK,,
3513134,9635,930131,PRIJEM,,11.1,4892.9,UROK,,
3574567,1338,930131,PRIJEM,,15.5,38415.5,UROK,,
3654666,3760,930131,PRIJEM,,22.2,11814.2,UROK,,
3656579,3818,930131,PRIJEM,,55.8,18021.8,UROK,,
3456844,9635,930131,PRIJEM,,11.8,4881.8,UROK,,
3553661,704,930131,PRIJEM,,50.1,18527.1,UROK,,
3552056,652,930131,PRIJEM,,45.0,14596.0,UROK,,
3583848,1628,930131,PRIJEM,,13.4,4989.4,UROK,,
3584201,1637,930131,PRIJEM,,15.9,6233.9,UROK,,
3586191,1695,930131,PRIJEM,,38.8,12070.8,UROK,,
3587145,1726,930131,PRIJEM,,38.2,15005.2,UROK,,
3549613,576,930131,PRIJEM,,20.1,7127.1,UROK,,
3546683,485,930131,PRIJEM,,38.9,25830.9,UROK,,
3599467,2087,930131,PRIJEM,,7.1,17590.1,UROK,,
3600403,2122,930131,PRIJEM,,107.1,46959.1,UROK,,
3466049,3510,930131,PRIJEM,,48.0,23871.0,UROK,,
3444292,2099,930131,PRIJEM,,62.4,53805.4,UROK,,
207642,704,930131,PRIJEM,VKLAD,2900.0,21427.1,,,
3602138,2177,930131,PRIJEM,,21.5,5944.5,UROK,,
3595783,1972,930131,PRIJEM,,19.1,5717.1,UROK,,
3594124,1926,930131,PRIJEM,,14.0,5221.0,UROK,,
3648651,3592,930131,PRIJEM,,19.5,6626.5,UROK,,
3645341,3487,930131,PRIJEM,,42.7,16756.7,UROK,,
3556397,793,930131,PRIJEM,,15.2,4216.2,UROK,,
2809959,9307,930131,PRIJEM,VKLAD,5282.0,6182.0,,,
3608592,2378,930131,PRIJEM,,94.7,94153.7,UROK,,
3607855,2357,930131,PRIJEM,,19.4,7253.4,UROK,,
3609127,2393,930131,PRIJEM,,28.2,11665.1,UROK,,
3612139,2484,930131,PRIJEM,,42.7,15921.7,UROK,,
3669814,5270,930131,PRIJEM,,110.2,45659.2,UROK,,
3479816,9307,930131,PRIJEM,,0.8,6182.8,UROK,,
3572388,1276,930131,PRIJEM,,23.1,7197.1,UROK,,
3627125,2925,930131,PRIJEM,,20.0,7466.0,UROK,,
3625747,2881,930131,PRIJEM,,19.6,7678.6,UROK,,
1117691,3818,930131,PRIJEM,VKLAD,2000.0,20021.8,,,
771484,2632,930201,PRIJEM,VKLAD,5100.0,20511.5,,,
490777,1675,930201,PRIJEM,VKLAD,1100.0,1100.0,,,
1730428,5868,930202,PRIJEM,VKLAD,200.0,200.0,,,
453138,1539,930202,PRIJEM,VKLAD,11900.0,12500.0,,,
754232,2574,930202,PRIJEM,VKLAD,1100.0,1100.0,,,
726266,2484,930202,PRIJEM,VKLAD,5500.0,21421.7,,,
497553,1695,930202,PRIJEM,VKLAD,7500.0,19570.8,,,
529229,1805,930202,PRIJEM,VKLAD,1100.0,1100.0,,,
882361,3007,930202,PRIJEM,VKLAD,800.0,800.0,,,
505750,1726,930202,PRIJEM,VKLAD,6000.0,21005.2,,,
251233,862,930202,PRIJEM,VKLAD,200.0,200.0,,,
711848,2434,930202,PRIJEM,VKLAD,600.0,600.0,,,
145127,485,930203,VYDAJ,VYBER,25300.0,46177.9,,,
144544,485,930203,PRIJEM,VKLAD,45647.0,71477.9,,,
332444,1132,930203,PRIJEM,VKLAD,1000.0,1000.0,,,
1313152,4484,930203,PRIJEM,VKLAD,700.0,700.0,,,
1028980,3514,930203,PRIJEM,VKLAD,600.0,600.0,,,
275306,943,930203,PRIJEM,VKLAD,800.0,800.0,,,
846309,2881,930203,PRIJEM,VKLAD,7000.0,14678.5,,,
138712,465,930204,PRIJEM,VKLAD,700.0,700.0,,,
1163520,3983,930204,PRIJEM,VKLAD,900.0,900.0,,,
2797771,9265,930204,PRIJEM,VKLAD,300.0,300.0,,,
192366,652,930204,PRIJEM,VKLAD,2900.0,17496.0,,,
695272,2378,930205,PRIJEM,VKLAD,30192.0,89645.7,,,
783292,2670,930205,PRIJEM,VKLAD,24381.0,25481.0,,,
122242,411,930205,PRIJEM,VKLAD,400.0,400.0,,,
637743,2177,930205,PRIJEM,PREVOD Z UCTU,5123.0,11067.5,DUCHOD,YZ,62457513
330661,1127,930205,PRIJEM,VKLAD,23330.0,23930.0,,,
259747,890,930205,PRIJEM,VKLAD,700.0,700.0,,,
566013,1926,930205,PRIJEM,VKLAD,8500.0,13721.0,,,
560900,1909,930205,PRIJEM,PREVOD Z UCTU,3191.0,3991.0,,AB,24230474
110536,374,930205,PRIJEM,PREVOD Z UCTU,23041.0,23441.0,,WX,4004806
498391,1699,930205,PRIJEM,PREVOD Z UCTU,5224.0,6024.0,DUCHOD,CD,94008880
529774,1806,930205,PRIJEM,PREVOD Z UCTU,5029.0,5429.0,DUCHOD,UV,39912659
224344,764,930205,PRIJEM,PREVOD Z UCTU,6238.0,7338.0,DUCHOD,UV,30560720
232962,793,930205,PRIJEM,PREVOD Z UCTU,3401.0,7617.2,,IJ,6149286
286072,982,930205,PRIJEM,VKLAD,900.0,900.0,,,
851327,2902,930205,PRIJEM,VKLAD,20213.0,20413.0,,,
3393740,11265,930205,PRIJEM,VKLAD,7618.0,8618.0,,,
101388,346,930205,PRIJEM,VKLAD,19935.0,20735.0,,,
184681,627,930205,PRIJEM,VKLAD,600.0,600.0,,,
336633,1144,930206,PRIJEM,PREVOD Z UCTU,3375.0,3575.0,,GH,1589578
119437,401,930206,PRIJEM,VKLAD,12817.0,13117.0,,,
1157039,3960,930206,PRIJEM,VKLAD,500.0,500.0,,,
1100775,3760,930206,PRIJEM,VKLAD,38645.0,50459.2,,,
1028004,3510,930206,VYDAJ,VYBER,1600.0,22271.0,,,
375032,1276,930206,PRIJEM,VKLAD,10600.0,17797.1,,,
57435,192,930206,PRIJEM,PREVOD Z UCTU,5859.0,6159.0,DUCHOD,GH,15384018
699588,2393,930206,PRIJEM,VKLAD,5500.0,17165.2,,,
660834,2256,930206,PRIJEM,VKLAD,700.0,700.0,,,
275308,943,930206,PRIJEM,PREVOD Z UCTU,3217.0,4017.0,,OP,70103525
1163522,3983,930206,PRIJEM,VKLAD,14626.0,15526.0,,,
286074,982,930206,PRIJEM,VKLAD,4550.0,5450.0,,,
1132664,3871,930206,PRIJEM,PREVOD Z UCTU,4356.0,4656.0,DUCHOD,GH,31564527
506452,1730,930206,PRIJEM,PREVOD Z UCTU,6689.0,7589.0,DUCHOD,ST,43294817
710066,2429,930206,PRIJEM,VKLAD,600.0,600.0,,,
695340,2378,930207,VYDAJ,PREVOD NA UCET,9612.0,80033.7,SIPO,EF,1222903
1176387,4034,930207,PRIJEM,VKLAD,5080.0,5280.0,,,
129504,435,930207,PRIJEM,PREVOD Z UCTU,5039.0,5439.0,DUCHOD,MN,22131634
138714,465,930207,PRIJEM,PREVOD Z UCTU,12785.0,13485.0,,UV,71654224
347545,1179,930207,PRIJEM,PREVOD Z UCTU,4212.0,4912.0,DUCHOD,WX,72322171
541683,1843,930207,PRIJEM,PREVOD Z UCTU,17632.0,18632.0,,QR,76294219
542217,1844,930207,PRIJEM,PREVOD Z UCTU,3242.0,6996.6,,ST,42988401
682548,2330,930207,PRIJEM,PREVOD Z UCTU,3395.0,3595.0,,ST,18759459
2442343,8051,930207,PRIJEM,VKLAD,200.0,200.0,,,
1028982,3514,930207,PRIJEM,PREVOD Z UCTU,3399.0,3999.0,,GH,67514222
579375,1972,930207,PRIJEM,PREVOD Z UCTU,5298.0,11015.1,DUCHOD,UV,14132887
3122926,10364,930207,PRIJEM,VKLAD,14493.0,15593.0,,,
615550,2099,930207,PRIJEM,VKLAD,28157.0,81962.4,,,
612713,2087,930207,PRIJEM,VKLAD,1800.0,19390.1,,,
292055,1000,930207,PRIJEM,PREVOD Z UCTU,31348.0,31548.0,,ST,87163465
737260,2519,930207,PRIJEM,PREVOD Z UCTU,5544.0,6044.0,DUCHOD,GH,5454445
622121,2122,930207,VYDAJ,VYBER,14100.0,32859.1,,,
1486060,5065,930207,PRIJEM,VKLAD,33045.0,33345.0,,,
1021463,3487,930207,PRIJEM,VKLAD,1800.0,18556.7,,,
655272,2241,930208,PRIJEM,VKLAD,200.0,200.0,,,
2349697,7753,930208,PRIJEM,VKLAD,600.0,600.0,,,
242366,830,930208,PRIJEM,VKLAD,200.0,200.0,,,
144559,485,930208,PRIJEM,VKLAD,20066.0,66243.9,,,
775968,2647,930208,PRIJEM,VKLAD,400.0,400.0,,,
537875,1830,930208,PRIJEM,VKLAD,1000.0,1000.0,,,
1238919,4240,930208,PRIJEM,PREVOD Z UCTU,27666.0,27666.0,,EF,17497700
1238917,4240,930208,PRIJEM,VKLAD,500.0,28166.0,,,
576752,1965,930208,PRIJEM,VKLAD,600.0,600.0,,,
1657153,5622,930208,PRIJEM,VKLAD,700.0,700.0,,,
434652,1477,930208,PRIJEM,VKLAD,700.0,3851.0,,,
434654,1477,930208,PRIJEM,PREVOD Z UCTU,3151.0,3151.0,,KL,92373114
294480,1006,930208,PRIJEM,VKLAD,1000.0,1000.0,,,
374591,1276,930208,PRIJEM,VKLAD,6774.0,24571.1,,,
73509,244,930208,PRIJEM,VKLAD,800.0,800.0,,,
110785,374,930208,VYDAJ,VYBER,1500.0,21941.0,,,
882363,3007,930208,PRIJEM,VKLAD,22452.0,23252.0,,,
2775579,9188,930208,PRIJEM,VKLAD,800.0,800.0,,,
846793,2884,930208,PRIJEM,VKLAD,1100.0,1100.0,,,
251235,862,930208,PRIJEM,PREVOD Z UCTU,44333.0,44533.0,,YZ,2834439
3402666,11295,930208,PRIJEM,VKLAD,18347.0,19447.0,,,
696164,2379,930209,PRIJEM,VKLAD,13900.0,14700.0,,,
298980,1019,930209,PRIJEM,VKLAD,19746.0,20846.0,,,
333296,1134,930209,PRIJEM,VKLAD,400.0,400.0,,,
332446,1132,930209,PRIJEM,PREVOD Z UCTU,48098.0,49098.0,,ST,32223415
259749,890,930209,PRIJEM,VKLAD,7041.0,7741.0,,,
858265,2925,930209,PRIJEM,VKLAD,9100.0,16566.0,,,
858386,2926,930209,PRIJEM,VKLAD,10584.0,11184.0,,,
63714,212,930209,PRIJEM,PREVOD Z UCTU,49590.0,49790.0,,IJ,58325630
581701,1979,930209,PRIJEM,PREVOD Z UCTU,3021.0,3921.0,,UV,38265723
469891,1601,930209,PRIJEM,VKLAD,500.0,500.0,,,
771037,2632,930209,PRIJEM,VKLAD,14264.0,34775.5,,,
1084398,3704,930209,PRIJEM,PREVOD Z UCTU,6242.0,6742.0,DUCHOD,AB,11927444
253162,866,930209,PRIJEM,VKLAD,5400.0,18581.1,,,
192098,652,930209,PRIJEM,VKLAD,13851.0,31347.0,,,
1117249,3818,930209,PRIJEM,VKLAD,17366.0,37387.8,,,
695722,2379,930210,PRIJEM,VKLAD,5072.0,19772.0,,,
649665,2220,930210,PRIJEM,VKLAD,1100.0,1100.0,,,
237649,813,930210,PRIJEM,VKLAD,1100.0,1100.0,,,
135816,456,930210,PRIJEM,PREVOD Z UCTU,47831.0,48531.0,,AB,95670407
775970,2647,930210,PRIJEM,VKLAD,12015.0,12415.0,,,
393999,1338,930210,VYDAJ,VYBER,5200.0,33215.5,,,
708083,2425,930210,PRIJEM,VKLAD,8905.0,9805.0,,,
594016,2023,930210,PRIJEM,VKLAD,23524.0,23724.0,,,
1049883,3592,930210,PRIJEM,PREVOD Z UCTU,6007.0,12633.5,DUCHOD,MN,73166322
757953,2585,930210,PRIJEM,VKLAD,1000.0,1000.0,,,
840171,2861,930210,PRIJEM,VKLAD,300.0,300.0,,,
101684,346,930210,PRIJEM,VKLAD,1200.0,21935.0,,,
695270,2378,930211,PRIJEM,VKLAD,31038.0,111071.7,,,
695561,2378,930211,VYDAJ,VYBER,25200.0,85871.7,,,
452734,1539,930211,PRIJEM,VKLAD,43737.0,56237.0,,,
237651,813,930211,PRIJEM,PREVOD Z UCTU,12154.0,13254.0,,QR,19537103
1190754,4078,930211,PRIJEM,VKLAD,23736.0,24036.0,,,
511266,1750,930211,PRIJEM,VKLAD,24863.0,25963.0,,,
685663,2342,930211,PRIJEM,VKLAD,400.0,400.0,,,
810831,2763,930211,PRIJEM,VKLAD,200.0,200.0,,,
171814,576,930211,PRIJEM,PREVOD Z UCTU,6207.0,13334.1,DUCHOD,YZ,30300313
615783,2099,930211,VYDAJ,VYBER,29700.0,52262.4,,,
612412,2087,930211,PRIJEM,VKLAD,14622.0,34012.1,,,
506838,1731,930211,PRIJEM,PREVOD Z UCTU,4758.0,4958.0,DUCHOD,GH,89825009
846795,2884,930211,PRIJEM,VKLAD,5810.0,6910.0,,,
252646,866,930211,PRIJEM,VKLAD,12644.0,31225.1,,,
184683,627,930211,PRIJEM,VKLAD,22349.0,22949.0,,,
2349709,7753,930212,PRIJEM,VKLAD,19588.0,20188.0,,,
2349705,7753,930212,PRIJEM,VKLAD,27078.0,47266.0,,,
1736609,5891,930212,PRIJEM,PREVOD Z UCTU,32594.0,33494.0,,CD,51054984
451892,1536,930212,PRIJEM,PREVOD Z UCTU,25609.0,25909.0,,QR,51120805
1183178,4055,930212,PRIJEM,VKLAD,20281.0,20481.0,,,
571256,1944,930212,PRIJEM,VKLAD,700.0,700.0,,,
577274,1966,930212,PRIJEM,VKLAD,900.0,900.0,,,
359513,1222,930212,PRIJEM,PREVOD Z UCTU,6310.0,7010.0,DUCHOD,KL,77489798
754234,2574,930212,PRIJEM,VKLAD,14319.0,15419.0,,,
1101121,3760,930212,VYDAJ,VYBER,14400.0,36059.2,,,
689829,2357,930212,PRIJEM,PREVOD Z UCTU,6434.0,13687.4,DUCHOD,OP,34144538
725753,2484,930212,PRIJEM,VKLAD,14779.0,36200.7,,,
565656,1926,930212,PRIJEM,VKLAD,4507.0,18228.0,,,
857975,2925,930212,PRIJEM,VKLAD,6446.0,23012.0,,,
207266,704,930212,PRIJEM,VKLAD,17477.0,38904.1,,,
477640,1628,930212,PRIJEM,PREVOD Z UCTU,4276.0,9265.4,DUCHOD,UV,15916598
1549098,5270,930212,VYDAJ,VYBER,9600.0,36059.2,,,
1121965,3834,930212,PRIJEM,VKLAD,13875.0,14575.0,,,
83660,280,930212,PRIJEM,VKLAD,12043.0,12343.0,,,
711850,2434,930212,PRIJEM,VKLAD,4391.0,4991.0,,,
490779,1675,930212,PRIJEM,PREVOD Z UCTU,4327.0,5427.0,DUCHOD,AB,50350195
48642,163,930213,PRIJEM,PREVOD Z UCTU,6698.0,7598.0,DUCHOD,YZ,76209622
142152,477,930213,PRIJEM,VKLAD,16392.0,17392.0,,,
671437,2293,930213,PRIJEM,VKLAD,700.0,700.0,,,
785192,2676,930213,PRIJEM,VKLAD,15263.0,15463.0,,,
745022,2543,930213,PRIJEM,VKLAD,1100.0,1100.0,,,
1256506,4296,930213,PRIJEM,VKLAD,18729.0,18929.0,,,
439037,1493,930213,PRIJEM,PREVOD Z UCTU,5009.0,10231.3,DUCHOD,AB,54522466
435764,1481,930213,PRIJEM,PREVOD Z UCTU,3098.0,4098.0,,AB,21098941
858901,2926,930213,PRIJEM,VKLAD,9000.0,20184.0,,,
660836,2256,930213,PRIJEM,PREVOD Z UCTU,4729.0,5429.0,DUCHOD,AB,59773492
480216,1637,930213,PRIJEM,PREVOD Z UCTU,5718.0,11951.9,DUCHOD,UV,45134812
527445,1801,930213,PRIJEM,VKLAD,700.0,700.0,,,
1143204,3909,930213,VYDAJ,VYBER,500.0,24600.0,,,
1142760,3909,930213,PRIJEM,VKLAD,24400.0,25100.0,,,
871633,2970,930213,PRIJEM,VKLAD,9658.0,10058.0,,,
757955,2585,930213,PRIJEM,VKLAD,14963.0,15963.0,,,
505242,1726,930213,PRIJEM,VKLAD,13967.0,34972.2,,,
846008,2881,930213,PRIJEM,VKLAD,6959.0,21637.5,,,
1021122,3487,930213,PRIJEM,VKLAD,15914.0,34470.7,,,
3394148,11265,930213,PRIJEM,VKLAD,9800.0,18418.0,,,
131924,443,930214,PRIJEM,PREVOD Z UCTU,3058.0,3558.0,,ST,29172384
3314624,11013,930214,PRIJEM,VKLAD,600.0,600.0,,,
122244,411,930214,PRIJEM,VKLAD,18497.0,18897.0,,,
577276,1966,930214,PRIJEM,VKLAD,20567.0,21467.0,,,
745024,2543,930214,PRIJEM,PREVOD Z UCTU,6148.0,7248.0,DUCHOD,CD,4203528
2908690,9635,930214,PRIJEM,PREVOD Z UCTU,4470.0,9362.9,DUCHOD,CD,37906074
707245,2423,930214,PRIJEM,VKLAD,400.0,400.0,,,
699222,2393,930214,PRIJEM,VKLAD,10737.0,27902.2,,,
1081329,3693,930214,PRIJEM,VKLAD,15447.0,16447.0,,,
226656,772,930214,PRIJEM,VKLAD,24009.0,24509.0,,,
1548751,5270,930214,PRIJEM,PREVOD Z UCTU,44749.0,80808.2,,IJ,80269753
608137,2070,930214,PRIJEM,VKLAD,12138.0,12438.0,,,
42520,142,930215,PRIJEM,VKLAD,900.0,900.0,,,
2190,9,930215,PRIJEM,VKLAD,800.0,1200.0,,,
1002957,3424,930216,PRIJEM,VKLAD,900.0,900.0,,,
3123297,10364,930216,PRIJEM,VKLAD,4200.0,19793.0,,,
160593,539,930216,PRIJEM,VKLAD,700.0,700.0,,,
1039105,3554,930216,PRIJEM,VKLAD,1100.0,1100.0,,,
285072,979,930216,PRIJEM,VKLAD,1000.0,1000.0,,,
796787,2714,930216,PRIJEM,VKLAD,1300.0,2100.0,,,
1176616,4034,930217,PRIJEM,VKLAD,8000.0,13280.0,,,
119791,401,930217,PRIJEM,VKLAD,6000.0,19117.0,,,
1313154,4484,930217,PRIJEM,VKLAD,29511.0,30211.0,,,
989731,3374,930217,PRIJEM,VKLAD,200.0,200.0,,,
1036263,3545,930217,PRIJEM,VKLAD,900.0,900.0,,,
